id,long_name,gender,image_url,headshot_image_url,dob,dod,country_team_id
1076577,Allah Noor,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341057.4.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/347800/347819.png,2003-04-22,,40
402245,Amir Hamza,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/181200/181271.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/340000/340091.png,1991-08-15,,40
440966,Anwar Anwari,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112500/112566.1.jpg,,1992-01-22,,40
974007,Arif Khan,M,,,2001-06-05,,40
320652,Asghar Afghan,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303265.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316654.png,1987-12-26,,40
420394,Ayan Aminzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112500/112571.1.jpg,,1991-06-01,,40
440969,Ayub Khan,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112500/112575.1.jpg,,1990-03-05,,40
819429,Azmatullah Omarzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/347800/347832.4.jpg,,2000-03-24,,40
976571,Bahir Shah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/271600/271642.1.jpg,,2000-02-21,,40
1076553,Baseer Khan,M,,,2001-11-04,,40
1082531,Bilal Ahmad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341058.4.jpg,,2004-07-21,,40
1174726,Bilal Sami,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341059.4.jpg,,2003-12-21,,40
1276924,Bilal Sayedi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341060.4.jpg,,2004-03-20,,40
819441,Darwish Rasooli,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/347800/347833.4.jpg,,1999-12-12,,40
25917,Dawlat Ahmadzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303266.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321323.png,1984-09-05,,40
516561,Dawlat Zadran,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303267.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316696.png,1988-03-19,,40
1276923,Faisal Khan Ahmadzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341061.4.jpg,,2004-12-30,,40
568136,Fareed Ahmad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179087.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320400/320494.png,1994-08-10,,40
1304690,Farhad Usmani,M,,,2005-07-15,,40
914151,Farhan Zakhil,M,,,2003-05-11,,40
1304730,Faridoon Dawoodzai,M,,,2005-11-26,,40
533949,Fazal Niazai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/273900/273934.1.jpg,,1990-07-11,,40
974175,Fazalhaq Farooqi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/306700/306755.3.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/345000/345077.png,2000-09-22,,40
352048,Gulbadin Naib,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303268.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316661.png,1991-06-04,,40
1364162,Gulzar Khan,M,,,2006-03-19,,40
307654,Haji Murad Muradi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112500/112574.1.jpg,,1989-05-29,,40
311427,Hamid Hassan,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303270.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316643.png,1987-06-01,,40
1364155,Haroon Khan,M,,,2006-03-15,,40
440970,Hashmatullah Shahidi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303271.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320400/320495.png,1994-11-04,,40
320281,Hasti Gul,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303272.jpg,,1984-01-01,,40
793457,Hazratullah Zazai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/289600/289664.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320400/320497.png,1998-03-23,,40
1304726,Hizbullah Durrani,M,,,2004-12-08,,40
921509,Ibrahim Zadran,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303273.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321311.png,2001-12-12,,40
703323,Ihsanullah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179071.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320400/320496.png,1997-12-28,,40
974177,Ijaz Ahmad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/327000/327019.1.jpg,,2004-01-10,,40
1276922,Ijaz Ahmad Ahmadzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341055.4.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/347800/347816.png,2003-06-25,,40
935553,Ikram Alikhil,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303275.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320400/320498.png,2000-09-29,,40
976445,Imran,M,,,2001-09-30,,40
819445,Imran Mohammadi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/306200/306297.1.jpg,,2001-11-01,,40
976369,Ishaq Zazai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/327000/327020.1.jpg,,2003-06-27,,40
1059041,Islam Zazai,M,,,2002-12-02,,40
1076473,Izharulhaq Naveed,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/342100/342146.png,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/342100/342146.png,2003-11-10,,40
1067706,Jamshid Khan,M,,,2003-03-03,,40
1371612,Jamshid Zadran,M,,,2006-03-31,,40
308235,Javed Ahmadi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/150100/150121.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316641.png,1992-01-02,,40
1364161,Jawed Paktin,M,,,2007-10-01,,40
1076414,Kamran Hotak,M,,,2005-03-20,,40
793467,Karim Janat,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/248200/248267.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320600/320654.png,1998-08-11,,40
319758,Karim Sadiq,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/150100/150134.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320400/320499.png,1984-01-05,,40
1076578,Khaiber Wali,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341063.4.jpg,,2003-06-30,,40
1294321,Khalel Ahmad,M,,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/332200/332264.png,2004-12-21,,40
1364156,Khalid Taniwal,M,,,2006-09-04,,40
1051737,Khalil Ahmed,M,,,2004-12-21,,40
25905,Khaliq Dad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303278.jpg,,1984-01-01,,40
440973,Khushal Rasooli,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112500/112553.1.jpg,,1992-05-09,,40
387420,Mirwais Ashraf,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303279.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316671.png,1988-09-04,,40
973937,Mohammad Asif,M,,,2003-09-01,,40
976551,Mohammad Hassan,M,,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/334600/334668.png,2002-04-21,,40
1076579,Mohammad Ishaq,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341064.4.jpg,,2005-02-01,,40
703329,Mohammad Mujtaba,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179091.1.jpg,,1994-12-01,,40
25913,Mohammad Nabi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303280.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316500/316558.png,1985-01-01,,40
1138036,Mohammad Sabir,M,,,2001-05-05,,40
1174749,Mohammad Saleem,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/347800/347834.4.jpg,,2002-09-09,,40
419873,Mohammad Shahzad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303281.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320500.png,1987-01-10,,40
1109154,Mohammadullah Najibullah,M,,,2003-06-12,,40
524044,Mohibullah Oryakhel,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/148100/148130.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321327.png,1992-10-12,,40
974109,Mujeeb Ur Rahman,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303282.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320501.png,2001-03-28,,40
633399,Munir Ahmad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179089.1.jpg,,1996-02-01,,40
633377,Muslim  Musa,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179067.1.jpg,,1997-01-15,,40
533953,Najeeb Tarakai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/181200/181275.jpg,,1991-02-02,2020-10-06,40
524049,Najibullah Zadran,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303283.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316698.png,1993-02-28,,40
1199434,Nangeyalia Kharote,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341065.4.jpg,,2004-04-25,,40
543633,Mohammad Nasim Baras,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/150100/150130.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321326.png,1993-05-30,,40
1364160,Nasir Hassan,M,,,2008-03-12,,40
524048,Nasir Jamal,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/267200/267234.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316697.png,1993-12-21,,40
370027,Sayed Nasratullah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/116600/116664.1.jpg,,1984-05-10,,40
913841,Naveed Obaid,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/349900/349949.4.jpg,,2000-08-28,,40
1276921,Naveed Zadran,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341066.4.jpg,,2005-03-07,,40
793447,Naveen-ul-Haq,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303285.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320502.png,1999-09-23,,40
1076680,Nawid Mohammad Kabir,M,,,2001-05-18,,40
318334,Nawroz Mangal,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/150100/150133.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316648.png,1984-07-15,,40
913843,Nijat Masood,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/365900/365980.1.png,,1998-12-30,,40
790045,Nisar Wahdat,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/366400/366472.1.png,,1999-06-22,,40
1364165,Noman Momand,M,,,2005-09-01,,40
1182529,Noor Ahmad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/311200/311270.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/322100/322161.png,2005-01-03,,40
318340,Noor Ali Zadran,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/235900/235937.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320503.png,1988-07-10,,40
307652,Noor-ul-Haq,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/148100/148129.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321328.png,1992-04-02,,40
1291031,Numan Shah,M,,,2006-04-22,,40
790093,Perwez Malikzai,M,,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/333100/333104.png,2000-10-03,,40
914171,Qais Ahmad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/296500/296532.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321329.png,2000-08-15,,40
320284,Raees Ahmadzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303286.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321200/321298.png,1984-09-03,,40
790027,Rahim Mangal,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/283300/283366.1.jpg,,1995-07-25,,40
974085,Rahmanullah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/306700/306754.1.jpg,,2002-11-18,,40
974087,Rahmanullah Gurbaz,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/357000/357020.1.png,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320504.png,2001-11-28,,40
533956,Rahmat Shah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303287.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320505.png,1993-07-06,,40
793463,Rashid Khan,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/289200/289234.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320506.png,1998-09-20,,40
1061090,Riaz Hassan,M,,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/330600/330621.png,2002-11-07,,40
1161049,Rizwanullah Murad,M,,,2002-04-22,,40
793907,Rokhan Barakzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/228100/228127.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321324.png,1989-01-01,,40
1276920,Sabawoon Banoori,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/351900/351943.1.png,,2006-04-09,,40
973981,Samiullah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/269200/269275.1.jpg,,2003-12-23,,40
1161048,Samiullah Jawad,M,,,2001-04-22,,40
318339,Samiullah Shinwari,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/289900/289939.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316649.png,1987-12-31,,40
524050,Sayed Shirzad,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303288.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321319.png,1994-10-01,,40
1161050,Sediqullah Atal,M,,,2001-08-12,,40
307653,Shabir Noori,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/148100/148136.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321200/321283.png,1992-02-22,,40
362603,Shafiqullah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/150100/150126.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320507.png,1989-08-07,,40
1176738,Shafiqullah Ghafari,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/326100/326146.3.png,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/326100/326146.png,2001-10-08,,40
633366,Shahidullah,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179055.1.jpg,,1999-02-06,,40
1076651,Shahidullah Hasani,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341067.4.jpg,,2003-02-09,,40
961497,Shamsurrahman,M,,,1999-11-25,,40
319746,Shapoor Zadran,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/150100/150123.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316600/316653.png,1987-07-08,,40
633362,Sharafuddin Ashraf,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303289.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/320500/320508.png,1995-01-10,,40
307651,Shir Shirzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112500/112578.1.jpg,,1993-06-29,,40
1364154,Sohil Khan,M,,,2007-02-22,,40
1139527,Suliman Arabzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/355900/355981.1.png,,2005-08-06,,40
974009,Suliman Safi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341000/341054.4.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/347800/347815.png,2003-03-17,,40
793465,Tariq Stanikzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/279900/279926.1.jpg,,1999-12-13,,40
711559,Usman Ghani,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179063.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316700/316708.png,1996-11-20,,40
973945,Wafadar Momand,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/277700/277738.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321330.png,1999-10-05,,40
1364157,Wafiullah Tarakhil,M,,,2007-03-31,,40
633381,Waheedullah Shafaq,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179093.1.jpg,,1997-01-02,,40
1108490,Waqar Salamkheil,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/294300/294370.15.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/326100/326131.png,2001-10-02,,40
790417,Waqarullah Ishaq,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/271600/271691.1.jpg,,1999-12-02,,40
1276919,Yama Arab,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/327300/327338.1.jpg,,2007-03-16,,40
440968,Yamin Ahmadzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/327600/327678.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/327600/327679.jpg,1992-07-25,,40
524051,Younas Ahmadzai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179085.1.jpg,,1995-11-16,,40
776747,Yousuf Zazai,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/289600/289649.1.jpg,,1998-12-25,,40
974115,Zahidullah Salimi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/327300/327337.1.jpg,,2005-01-14,,40
712219,Zahir Khan,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/303200/303292.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321300/321325.png,1998-12-20,,40
307657,Zakiullah Zaki,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112500/112581.1.jpg,,1990-07-15,,40
542323,Zamir Khan,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/273500/273570.1.png,,1992-03-16,,40
633374,Zia-ur-Rehman,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/179000/179065.1.jpg,,1997-12-30,,40
1015399,Ziaur Rahman,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/286000/286072.1.jpg,,1998-10-17,,40
974157,Zohaib,M,,,2002-02-10,,40
3931,Ted a'Beckett,M,,,1907-08-11,1989-06-02,2
398666,Sean Abbott,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/312100/312161.png,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321600/321601.png,1992-02-29,,2
3940,Warwick Adlam,M,,,1971-02-16,,2
505120,Ashton Agar,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/312100/312154.png,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321500/321559.png,1993-10-14,,2
959833,Wes Agar,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/231100/231137.1.jpg,,1997-02-05,,2
1356600,Lachlan Aitken,M,,,2005-02-02,,2
53590,Lee Albon,F,,,1959-11-07,,2
3943,Terry Alderman,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/58100/58116.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/331200/331249.png,1956-06-12,,2
3944,George Alexander,M,,,1851-04-22,1930-11-06,2
3945,Harry Alexander,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/81300/81357.1.jpg,,1905-06-09,1993-04-15,2
53670,Sarah Aley,F,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/305700/305768.jpg,,1984-06-03,,2
3950,Frank Allan,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/DB/122004/057088.player.jpg,,1849-12-02,1917-02-09,2
3953,Peter Allan,M,,,1935-12-31,2023-06-22,2
323798,Richard Allen,M,,,,,2
3958,Reginald Allen,M,,,1858-07-02,1952-05-02,2
3961,Phil Alley,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/DB/111997/000216.1.jpg,,1970-07-26,,2
428508,Jeremy Allison,M,,,1992-10-10,,2
53475,Mary Allitt,F,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/305800/305858.jpg,,1925-11-01,2013-12-10,2
53476,Liz Amos,F,,,1938-05-26,,2
1356605,Charlie Anderson,M,,,2005-01-20,,2
3968,Matthew Anderson,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/DB/102000/016594.1.jpg,,1976-11-30,,2
4074,Tim Anderson,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/142700/142785.1.jpg,,1978-11-24,,2
53631,Sarah Andrews,F,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/99800/99868.1.jpg,,1981-12-26,,2
605566,Tom Andrews,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/346900/346969.4.jpg,,1994-10-07,,2
3971,Tommy Andrews,M,,,1890-08-26,1970-01-28,2
3975,Jo Angel,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/DB/102001/030964.1.jpg,,1968-04-22,,2
1357425,Austin Anlezark,M,,,2005-06-16,,2
53477,Denise Annetts,F,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/305800/305859.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/321700/321706.png,1964-01-30,,2
53474,Peggy Antonio,F,,,1917-06-02,2002-01-11,2
326792,Monty Archdale,M,,,1975-11-10,,2
3978,Ken Archer,M,,,1928-01-17,2023-04-14,2
3980,Ron Archer,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/DB/102004/055240.player.jpg,,1933-10-25,2007-05-27,2
4005,Huntley Armstrong,M,,,1969-11-17,,2
333766,Tim Armstrong,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/112600/112669.1.jpg,,1990-09-26,,2
3982,Warwick Armstrong,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/21400/21497.player.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/329800/329816.png,1879-05-22,1947-07-13,2
605568,Ben Ashkenazi,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/190600/190645.1.jpg,,1994-10-05,,2
4054,Nathan Ashley,M,,,1973-10-03,,2
272432,Shaun Austin,M,,,1988-11-27,,2
4004,Clinton Auty,M,,,1969-10-29,,2
638911,Riley Ayre,M,,,1996-04-02,,2
4002,Warren Ayres,M,,,1965-10-25,,2
4076,Jack Badcock,M,,,1914-04-10,1982-12-13,2
4451,George Bailey,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/202500/202573.1.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/316500/316532.png,1982-09-07,,2
1295838,Harkirat Bajwa,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/341100/341146.4.jpg,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/CMS/347800/347821.png,2004-09-27,,2
4262,Matthew Baker,M,https://img1.hscicdn.com/image/upload/lsci/db/PICTURES/DB/062002/036756.1.jpg,,1980-11-23,,2
